#	Task	Context	TaskSentence	Summary	Labeler	NoRequestInContext	Urgent	NotRequest	Unsure/Discuss
121	Please contact the ISC Call Center at 713-3454-727 .	This requires your action through iBuyit Payables.. To launch iBuyit Payables, click on the link below: http://iBuyitPayables.enron.com. Note: Log into iBuyitPayables using the same Employee PID P-Number and Password you use to enter the eHRonline system and/or SAP.. First time iBuyit Payables user?. For training materials, click on the link below: http://sap.enron.com/sap doclib/user/file list.asp?cabinet id 265. Need help?	Please contact the ISC Call Center at 713-3454-727 .	Call ISC Call Center at 713-3454-727 	Rowan	1			
122	Please send to Ben	Ben, Can we move the 1/2 of the US slide to the middle of the page and title the slide Enron East Origination Development Sites .	Please send to Ben Jacoby once complete.	Send slide to Ben Jacoby	Rowan				
123	Please respond to korydegan4034@publicist.com	fuck you	Please respond to korydegan4034@publicist.com	Reply to korydegan4034@publicist.com	Rowan	1			
124	Please insert names and other	Citibank will need I the escrow agreement, ii an incumbency certificate from each party to the escrow agreement, iii a W-9 signed by each non-corporate party to the escrow agreement, and iv a signed fee agreement.. The incumbency certificates are enclosed.	Please insert names and other information as appropriate.	Insert names in incumbency certificates	Rowan	1			
125	Please follow the steps to reset and synchronize your passwords.	IMAGE Thank you for using our automated self service password reset option.. The user id and password in SAP Apollo Production and HR Production , eHRonline, iBuyit and iPayit are all synchronized.. When you reset your password in eHRonline, it automatically synchronizes the password in the other systems.	Please follow the steps to reset and synchronize your passwords.	Follow steps to reset password	Rowan	1			
126	Please send all four contracts directly to John Peyton	Attached are credit w/ss for four new cps, targeted for trading ENA's new fwd Rig Day Rate product.	Please send all four contracts directly to John Peyton at EB 3584B.	Send contacts to John Peyton at EB 3584B	Rowan	1			
127	PLEASE REVIEW THE NOTICE AND DISCLAIMER BELOW	To edit/discontinue your alerts please refer to end of message.	PLEASE REVIEW THE NOTICE AND DISCLAIMER BELOW 	Reiview notice and disclaimer	Rowan	1			
128	Please look into this and let me	At 3am Tufco cut us on the sale, resulting in only 6,000 flowing to Tufco for the day.. We need to find out what PGE did with the remaining 2,000 we bought from Richardson.. Did they deliverit to us at HPL?. Or did they cut Richardson?. Or, are they showing that we have gas stranded at that point?	Please look into this and let me know.	Investigate Tufco	Rowan	1			
129	Can you see if this is the correct CP.		Can you see if this is the correct CP.	Check this for correctness	Rowan				
130	Please make sure this is clearly understood by the schedulers.		Please make sure this is clearly understood by the schedulers.	Ensure schedulers understand this	Rowan				
131	pls print for me on Monday--thanks.		pls print for me on Monday--thanks.	Print this on Monday	Rowan				
132	yet been sent out, could one of you please handle this?	Frank and/or Sara: I am now fully engaged on power deals.	Given the fact that an ISDA has not yet been sent out, could one of you please handle this?	Handle this	Rowan	1			
133	Others - please review	FYI.. All:. Here is a rough first cut at a DASH for a potential deal with NSTAR to serve their Default Service.. Jim/Zach - please fill in all relevant numbers relating to volume/pricing, etc.. Also - please begin to get RAC in the loop with respect to this position and VaR impacts, etc.	Others - please review pertinent sections and edit/expand as appropriate.	Review sections of deal with NSTAR and edit	Rowan				
134	services, please respond to this email or contact Jeff Steele at	We hope not only that you have found value and use from our comprehensive fundamental analysis of oil, natural gas, and electricity markets, but that you have enjoyed working with PIRA and its staff.. We have certainly appreciated our close working relationship with Enron and we regret the disruption.. We certainly hope that we can restart a relationship with many of you who will remain with Enron or move on elsewhere.	Should it be the case that you require continued delivery from, and Online access to, PIRA's services, please respond to this email or contact Jeff Steele at 212-6866-808 , or jsteele@pira.com.	Contact Jeff Steele at 212-6866-808	Rowan	1		1	
135	Could you please approve HSC Basis for Oct?	Rob,	Could you please approve HSC Basis for Oct?	Approve HSC Basis for Oct	Rowan				
136	Please respond to a jimenezcrespo@mailcity.com	Alberto,. We would definitely be interested in talking to you when you get to Houston.. I will have our assistant, Shirley Crenshaw, set up some time for you to meet with people in our group, which would include myself, Zimin Lu, and Vince Kaminski.. Best regards, --Stinson	Please respond to a jimenezcrespo@mailcity.com	Reply to jimenezcrespo@mailcity.com	Rowan	1			
137	Please send me the March Risk numbers.		Mark, Please send me the March Risk numbers.	Send March Risk numbers to SENDER	Rowan				
138	Please call me or Tracy Cummins at 713-8566-525 with any questions.	NESA/HEA Member's :. Attached is the Offshore Energy Center Brown Bag flyer.. The OEC consists of the Ocean Star, a retired offshore jack-up rig and a museum in Galveston, TX.. This brown bag also includes happy hour!!. Hope to see you there..  OEC01.doc	Please call me or Tracy Cummins at 713-8566-525 with any questions.	Call SENDER or Tracy Cummins at 713-8566-525	Rowan	1		1	
139	Please respond to paul rodrigue@bigfoot.com	How was that for a run on sentence!. I'm not sure I believe we're going to have sleet here tomorrow.. It's still hot and muggy outside now.. Talk to ya later, Robin	Please respond to paul rodrigue@bigfoot.com	Reply to paul at paul rodrigue@bigfoot.com	Rowan	1			
140	Can you please check Sean or Dianna book because I have it checked as	Again, I will let you know as soon as we confirm this.. Thanks, Kate. ISSUE 1 Prebon sent over a confirm for a deal traded 11-9-00 where: Sean Crandall sells SCEM Dec'00 COB at 107.00 25 mw I did not confirm this deal with them and I don't see it in the system..  ISSUE 2 Prebon is just now claiming that they did not do this deal from 11/7/00.	Can you please check Sean or Dianna book because I have it checked as verballed but now they are saying it is not there deal.	Check Sean or Dianna book	Rowan	1			
141	Please email everyone with	Contract 270, volume 1,000/day, start date 7/1/97, max demand, all receipts and all deliveries, AND the end date is 10/31/2099 looks suspicious to me .. Scott is trying to find the term of this deal from Equitrans.. I believe Equitrans did say this is a capacity release deal.. Scott, I'm going to list this as a wholesale deal for now.. It was not on my wholesale transport worksheet from Mark Breese.	Please email everyone with the end date when you find out.	Email everyone with end date	Rowan	1			
142	Please see the latest revision to the proposed MOU.		Please see the latest revision to the proposed MOU.	Examine latest revision to proposed MOU	Rowan				
143	this transmission in error please notify me immediately.	If you are not the intended recipient or the employee or agent responsible for delivering this transmission to the intended recipient, you are hereby notified that any review, copying, dissemination, distribution or the taking of any action in reliance on the contents of this transmission is strictly prohibited.	If you have received this transmission in error please notify me immediately.	Notify SENDER of transmission in error	Rowan	1			
144	Please plan on attending with me'	Looks like I got there attention.. Let's hope it dosen't explode on us.	Please plan on attending with me' thanks	Attend this with SENDER	Rowan	1			
145	can you please ch the time to 2:00 p.m. not 2:00 a.m. for the exercise time.		can you please ch the time to 2:00 p.m. not 2:00 a.m. for the exercise time.	Change time to 2:00 p.m.	Rowan				
146	Please confirm your attendance	please schedule for me..  The Enron Wholesale Markets Quarterly Legal Review for Power Trading is scheduled for Thursday, November 9, from 10: 00 AM to Noon in EB38C2.. Christian: you can be tied in by telephone.	Please confirm your attendance at this meeting.	Confirm attendance at The Enron Wholesale Markets Quarterly Legal Review for Power Trading	Rowan				
147	Paul, please provide the dollar amount needed in the blank below.	Rob Cooper of US Gypsum asked me to send him an email concerning our decision to not to force USG to provide the remaining 8 months of LOC and also asked me to verify a couple of other points.. Below is my reply.. Please let me know if you have any comments.	Paul, please provide the dollar amount needed in the blank below.	Provide dollar amountn in email	Rowan	1			
148	Also, could you	Please let me know if there are any questions..  Chris and all--Below is our volume request for July 7-31 for C&I customers behind COH.. Its a similar situation to the one we had in June with C&I customers taken over from us by Metromedia Energy.. We need to do a separate deal to cover these volumes like we did in June.. Please provide Kara with contract numbers in the morning.	Also, could you please provide the pricing on this deal?	Provide pricing pricing on this deal	Rowan				
149	Could you book a conference room for me on Thursday September 6th at 10am for about an hour.	Angela,	Could you book a conference room for me on Thursday September 6th at 10am for about an hour.	Book a conference room	Rowan				
150	Please complete the survey by clicking on the link	ClickAtHome Pilot Three Members!. We hope your experience with the Clickathome ordering website and vendors has been exciting and fun for you!. We need your feedback to determine next steps of the program.. Please take 5 minutes to fill out the first of three surveys.. Your feedback is critical to the successful launch of this program in the next few months.	Please complete the survey by clicking on the link below by Thursday, February 8th.	Complete survey	Rowan				
151	Please open the document.	Kathy.  Kathy, What is EMBANET?. Do I have access from the outside?. To access the Schematic please open the JGSM Area icon on the EMBANET desktop.. Next please open the Announcement JGSM icon.. You will find the Spring 2001 Schematic located under the Subject column.	Please open the document.	Open document 	Rowan				
152	Please contact the ISC Call Center at 713-3454-727 .	This requires your action through iBuyit Payables.. To launch iBuyit Payables, click on the link below: http://iBuyitPayables.enron.com. Note: Log into iBuyitPayables using the same Employee PID P-Number and Password you use to enter the eHRonline system and/or SAP.. First time iBuyit Payables user?. For training materials, click on the link below: http://sap.enron.com/sap doclib/user/file list.asp?cabinet id 265. Need help?	Please contact the ISC Call Center at 713-3454-727 .	Call ISC Call Center at 713-3454-727 	Rowan				
153	I just want to ask you if you could send me over the mail the latest forward	Maureen,. I just wanted to thank you for all your time and your great advice and support.. I enjoyed talking to you and learning from your experience and also meeting all these people involved in F/X trading activities.	I just want to ask you if you could send me over the mail the latest forward curves so that we use them to update our long-term plan.	Send mail from latest forward curves to SENDER	Rowan	1			
154	Could you approve that please?	I requested access to enter West Desk deals in Sitara.	Could you approve that please?	Approve access to enter West Desk deals in Sitara	Rowan	1			
155	Please review and call me with any comments.	Attached is a rough draft, but I wanted to get you something before I left.	Please review and call me with any comments.	Review rough draft	Rowan	1			
156	Can you take a look?	Mark -. I am trying to write a definition for the diesel index.	Can you take a look?	Look at definition for diesel index	Rowan	1			
157	Please send your comments to Joe Tambornino,	Our hope is to gather, edit and package that means make suitable for readers of all ages these remarks prior to registration for Spring Semester--which is week after next, for the schedule-challenged among us--in order to provide some helpful guidance from our peers to answer that pesky little question, What the heck should I take now!	Please send your comments to Joe Tambornino, tamborni@haas.berkeley.edu, by Tuesday the 5th, and we will endeavor to supply you with THE UNOFFICIAL GUIDE TO HAAS SPRING ELECTIVES by the end of the week, which shall include commentary, course descriptions, information on new professors, etc.	Send comments to Joe Tamborino at tamborni@haas.berkeley.edu by Tuesday the 5th	Rowan	1			
158	Please forward a job	Jeff, what exactly do you want Craig going to be doing?	Please forward a job scope for Jen and Craig.	Forward job scope for Jen and Craig to SENDER	Rowan	1			
159	Please coordinate with John Nowlan, Chris Mahoney, and John	Hi Andy,. I would like access to the ICEX--1 terminal per office.. Houston, London, Singapore .	Please coordinate with John Nowlan, Chris Mahoney, and John Chismar respectively.	Coordinate with John Nowlan, Chris Mahoney, and John Chismar	Rowan	1			
160	Please call to discuss and see what else you need.	Dear Steve,. We have not forgotten your request for some metals info!. Michael has suggested that a recent presentation he made on IPTV to Enron Europe might help you.. The power point presentation is attached although I don't know where to find any video footage of the presentation.	Please call to discuss and see what else you need.	Call SENDER	Rowan	1			
161	Please indicate your preferences on this form and return it to me by	Thank you for indicating your preferences for personal follow-up calls to The Center's funds solicitation letter.. Unfortunately, Ben Love's health precludes him from making any follow-up calls on this campaign.. Could I ask each of you very busy gentlemen to commit to call 11 folks as follow-up to The Center's funds solicitation letter?. I will compile the list and adjust any duplications and forward it again to each of you.	Please indicate your preferences on this form and return it to me by e-mail or by fax or please feel free to call .	Indicate preferences on form	Rowan				
162	Please use the following two files as your detail support for finanical		Please use the following two files as your detail support for finanical liquidations:	Use files as detail support	Rowan				
163	Review the space plans and give your comments	Let's schedule a meeting for Mark Taylor, you and me with the consultant who we already had conversations with.. We can formulate our response.. Mark. Pursuant to your request, I called Deborah Bubenko regarding what information she needs from you regarding space planning for the new building.. Deborah had Kim Kaase extension 35349 return my call.. Listed below are the next steps:	Review the space plans and give your comments	Review space plans	Rowan	1			
164	Please instruct Ms. Patel to fax Houston Exploration's executed Consent to my	Further to our conversation, the information regarding Houston Exploration's Consent to Assignment is as follows:. Houston Exploration Ms. Greeta Patel 713-8306-914	Please instruct Ms. Patel to fax Houston Exploration's executed Consent to my attention at 713-6463-490 .	Instruct Ms. Patel to fax Houston Exploration's executed Consent to SENDER at 713-6463-490	Rowan	1			
165	Could you put together a list of all the Enron Corp employees who have Enron non-Dell equipment at home.		Could you put together a list of all the Enron Corp employees who have Enron non-Dell equipment at home.	Compile list of employees who have Enron non-Dell equipment at home	Rowan				
166	Can you please forward the presentation to Mog.	Ina,	Can you please forward the presentation to Mog.	Forward presentation to Mog	Rowan				
167	Please put this on my calendar.		Please put this on my calendar.	Put this on SENDER's calendar	Rowan				
168	Check out the latest version of Enron Business Online at home.enron.com.		Check out the latest version of Enron Business Online at home.enron.com.	See latest version of Enron Business Online 	Rowan				
169	Can you please make this change for me.		Can you please make this change for me.	Change this for SENDER	Rowan				
170	listed in the survey, please identify them.	2.. The activity is spent in support of the commercial teams identified please let us know otherwise 3.. If the activity is using an allocation for example Allocate 0469 or 80-20 Split , that the percentage allocated to each commercial team has not changed from last month.. Please let us know if it has changed what the new allocation is .	In reference to these surveys, please note: If you are allocating only infrastructure costs to some commercial teams listed in the survey, please identify them.	Identify commercial teams	Rowan	1			
171	John: Please approve.	Attached is revised language to drop in the confirm.	John: Please approve.	Approve revised language to drop in the confirm	Rowan	1			
172	Check the confirm for 459996, and make sure	This was the sale to Constellation at index 1, but now that we're trying to clear all our positions with the California Power Exchange, we had to buy it back at index 3.. Does that make any sense, or am I just rambling?. It's been a long day.	Check the confirm for 459996, and make sure 485446 matches up.	Check confirm for 459996 and ensure 485446 matches up	Rowan	1			1
173	Please send me a copy of this document by e-mail or telefax once you	I ask that David draft the appropriate document and then confer with Matt as to who should send this document to Mitsubishi.. No one over here needs to see it before you send it out.. You may wish to send a copy to Cliff Bennett as well.	Please send me a copy of this document by e-mail or telefax once you have sent it out.	Send copy of this document to SENDER	Rowan				
174	Suzanne, please forward this to Jeff.		Suzanne, please forward this to Jeff.	Forward this to Jeff	Rowan				
175	Please review the language in 87crfm.		Please review the language in 87crfm.	Review language in 87crfm	Rowan				
176	If not, please give me a call to discuss at 303-2526-224 .	Then for what term, whatever the market bids that piece for or will there be a set time the in years that the holder of the capacity will have to match regardless of what the bidder bids?. I hope this example makes sense.	If not, please give me a call to discuss at 303-2526-224 .	Call SENDER at 303-2526-224	Rowan	1		1	
177	Please distribute this memorandum to others involved	Can I sent a copy of this down to Credit?. How about Joe Hunter?. I thought I'd send this around just as a reminder of the RMT guidelines.. As far as I know these have not changed since Rhett's memo last year.. Attached please find the most recent guidelines for confirming swap transactions with RMT.	Please distribute this memorandum to others involved in the confirmation process, as appropriate, and feel free to call me at X34718 if you have any questions or comments.	Distribute memorandum to others involved	Rowan	1			
178	As a result, will you	Have I signed this yet?.  Kay:. The Escrow Agreement that is attached appears to be in final form and contains all of the changes that we requested.	As a result, will you overnight the sig pages and the incumbency certificate to Tremaine Wright?	Overnight sig pages and incumbency certificate to Tremaine Wright	Rowan	1			
179	Please contact him and arrange his travel.	Hi Darlene:. Vince Kaminski and the Research Group would like to bring Todd Perry in for an interview.. They have already had a telephone interview and feel like he may be a good fit somewhere in the Research Group.. A copy of his resume is attached.. He will be able to come on Friday, June 2.	Please contact him and arrange his travel.	Contact Todd Perry and arrange his travel for an interview	Rowan	1			
180	Angie, would you go into July 31st and path 10,000 dt from deal 264613		Angie, would you go into July 31st and path 10,000 dt from deal 264613 purchase from Power Gas Marketing to deal 348393 sale to EES at meter #20100.	Path 10,000 dt from deal 264613 purchase from Power Gas Marketing to deal 348393 sale to EES at meter #20100	Rowan				
181	Please forward to Ms. Bobbi.	Hey Greg,	Please forward to Ms. Bobbi.	Forward this to Ms. Bobbi	Rowan	1			
182	Please, check the logic of my	Headcount gives the allocations by major business units.. Please, see the sheet Allocations.. Line 83 gives you the percentages you can use.. Budget spreadsheet gives the budget projections.. The sheet Allocations has been modified to include charges to RAC and GRM.. I had to modify extensively the sheet Detail to account for the size of the group as compared with 25 rows available to list the employees in the original spreadsheet .	Please, check the logic of my modifications I hope I copied all the formulas correctly .	Check logic of modifications	Rowan				
183	you could please send those to my attention, I would appreciate it.	She can also be reached at her office at 610-3418-129 .. Ron Lang Group CEO Trading Systems Group SunGard Data Systems v: 650-6251-411 f: 650-6251-611.  Mr. Lang:. Rex Shelby asked that I try to get the confidentiality agreement executed today, if at all possible.. I will be out of the office tomorrow, and would rather not pass this off to another attorney in our group if I can avoid it.	I understand that your legal department has comments to our form; if you could please send those to my attention, I would appreciate it.	Send comments from legal department to SENDER	Rowan	1			
184	Please contact Tana Jones at X33399.		Please contact Tana Jones at X33399.	Contact Tana Jones at X33399.	Rowan				
185	Please send them to Peter Keohane's new assistant,	Nella Cappalleto has early retired from the Calgary office.. In your distribution memos for signed documents, copies of Canadian agreements were previously sent to Nella.	Please send them to Peter Keohane's new assistant, Sharon Crawford.	Send copies of Canadian agreements to Sharon Crawford	Rowan	1			
186	any comments or questions please call me at 713-8533-399 or Mark Taylor,	At the request of Louise Kitchen, I am attaching our proposed form of Confidentiality Agreement.. It is our desire to have this agreement executed before the Tuesday, May 30 meeting with Louise and Mark Crosno.	If you have any comments or questions please call me at 713-8533-399 or Mark Taylor, V.P.	Call SENDER at 713-8533-399	Rowan	1		1	
187	experienced difficulty reaching the radio stations in the past so please call	You are encouraged to call 3987-000 , 3987-200 or 3987-700 for an announcement regarding the closing of the office.. We will also attempt to contact the following radio stations:.  KFAB 1110 AM KKAR 1290 AM KQKQ 98 FM. to have them broadcast an announcement.	As you are probably aware, we have experienced difficulty reaching the radio stations in the past so please call one of the numbers listed above if you don't hear an announcement on the radio.	Call 3987-000 , 3987-200 or 3987-700	Rowan			1	
188	Please respond by 10 a.m. on Wednesday, March 14.	The product long descriptions below will fall under the new product types US Residual Fuel Oil 1% Fin Spd and US Residual Fuel Oil 3% Fin Spd.. Credit Tom Moran has approved copying the profiles for the new product types from the following:.  US Oil LSFO Fin Swap	Please respond by 10 a.m. on Wednesday, March 14.	Reply to SENDER by 10 a.m. on Wednesday, March 14.	Rowan	1			
189	give me a call on my	the one across from the pink pussycat.. hull and i are meeting there around 9.30. i think there should be a lot of folks there.	give me a call on my cell and we can meet up there.	Call SENDER	Rowan	1			
190	payable to National MS Society, and send it to me at EB5008A at your	Vince, thank you so much for your generous pledge.	Please make your check payable to National MS Society, and send it to me at EB5008A at your convenience.	Send check to SENDER at EB5008A	Rowan	1			
191	Guys, please mark your calendars for the 2000 ENA Management Offsite		Guys, please mark your calendars for the 2000 ENA Management Offsite scheduled for December 14th and 15th at the Venetian in Las Vegas.	Put 2000 ENA Management Offsite on calendar	Rowan				
192	Please deal with this.		Please deal with this.	Deal with this	Rowan				
193	Could you run a NX1 / NX3 report for our book.	Kathy,	Could you run a NX1 / NX3 report for our book.	Run a a NX1 / NX3 report	Rowan				
194	Shanna, can you check this out with Robert Jones.	I have some real concerns over this contract Louise put together for Jonathan.	Shanna, can you check this out with Robert Jones.	Examine contract with Robert Jones	Rowan	1			
195	shoot me back an email when you get a chance.	things are going well here.. nothing much is new in houston.. my life just seems to be work.. actually it is a lot of fun here.. mitch, val, and tim are here so we golf and go out a lot.. what are you doing at your new job?. did you change into a new field or just jump companies.. is natalie working?	shoot me back an email when you get a chance.	Email SENDER	Rowan	1			
196	Please talk to Tracy and see if we need to update the credit terms and then		Please talk to Tracy and see if we need to update the credit terms and then send the latest SDG&E EEI Redline to Sharon Firooz, Tony Molnar and Jim Walsh at SDG&E.	Contact Tracy about updaing credit terms	Rowan				
197	Please remove her from all	Mary Hain has resigned her position with Enron.	Please remove her from all 20 your mail lists.	Remove Mary Hain from mail lists	Rowan				
198	please schedule		please schedule	Schedule this	Rowan				
199	Email me when you get in.	I tried calling you at work.	Email me when you get in.	Email SENDER	Rowan	1			
200	Please provide these three charts and any changes you might have by Friday,	Otherwise, please call me to discuss any changes you might have..  See attached file: 17 Enron-am-jl.doc. Note that the case makes reference to three charts that you said you would email to me:.  Organizational chart of the RAC Group and summary descriptions we will use this information to update this section of the case Dashboard approval sheet cartoon version 1-page flow chart of Board transaction approval process	Please provide these three charts and any changes you might have by Friday, 9/15.	SEND charts to SENDER by Friday, 9/15	Rowan				
201	Check this sick stuff out.		Check this sick stuff out.	Look at sick stuff	Rowan				
202	Please review and let me know if additional changes are required	Gentlemen,. Since we are moving the equipment from WestLB and into TurboPark, and since we are just about there with the breakout contracts, we need to process this as change order #1 to the Fountain Valley contract.. I also believe we need the site specific stuff for this project.. Kay.  All,. Attachment contains latest revision reflecting order for two additional stacks, six power stabilizers and moving cost for the Fountain Valley Project.	Please review and let me know if additional changes are required or recommended.	Review latest revision for Fountain Valley Project	Rowan	1			
203	3. Title policy: Lets go ahead and take the additional coverage, I think it		Lets go ahead and take the additional coverage, I think it	Take additional coverage	Rowan			1	
204	Please review and let me know your thoughts.	Bob -. Attached are the revisions that should be proposed by Enron for the BETA and Fee Agreement.	Please review and let me know your thoughts.	Review revisions	Rowan	1			
205	Please send me an electronic copy of the document provided to the city		Please send me an electronic copy of the document provided to the city attorney on Monday.	Send copy of document provided to the city attorney to SENDER	Rowan				
206	Please send a copy whether it is in an email or on paper.	Jason, We don't have a valid copy of Virgil's resume in the system.. We really need one.	Please send a copy whether it is in an email or on paper.	Send copy of 	Rowan	1			
207	identify yourself, please submit your name and phone number with your lette	You can access the Office of the Chairman voice mail box at 713 20-8537-294 .. If you call from your extension or an outside line, your message 20 will be completely anonymous.. If, however, you access the voice mail box 20 while you are in the Enron voice mail system, your message will not be 20 anonymous..  You may, but are not required to, identify yourself.	If you would like to identify yourself, please submit your name and phone number with your letter or message.	Submit name and phone number	Rowan	1		1	
208	Please remove her from all	Mary Hain has resigned her position with Enron.	Please remove her from all mailing lists.	Remove Mary Hain from mail lists	Rowan				
209	To apply today, please fill out the express form below.	Your competition does!. Everyone Approved - Credit Problems OK!. Approval in less than 24 hours!. Increase your sales by 300% Start Accepting Credit Cards on your website!. Free Information, No Risk, 100% confidential.. Your name and information will not be sold to thrid parties!. Home Businesses OK!. Phone/Mail Order OK!. No Application Fee, No Setup Fee!. Close More Impulse Sales!. Everyone Approved!. Good Credit or Bad!	To apply today, please fill out the express form below.	Complete express form	Rowan			1	
210	Please forward the TEPI gty for signature.		Please forward the TEPI gty for signature.	Forward TEPI gty for signature to SENDER	Rowan				
211	Please scroll down	We have also prepared a comprehensive confirmation briefing book on FERC.. It is a very detailed compendium of documents on FERC's structure, operations, historical policy decisions, and current issues.. I will call your office today to see if you would like us to provide you a copy of this material.. I look forward to meeting you.. My contact #s are: o 202-4669-159 , h 202-2659-640 , and cell 202-2363-779 .	Please scroll down	Scroll down	Rowan	1			
212	Please respond to eldon	Hotel res works for us.	Please respond to eldon	Reply to eldon	Rowan	1			
213	Please get me Pat Wood's phone number and post a reminder on my calendar to		Please get me Pat Wood's phone number and post a reminder on my calendar to call him ASAP	Send Pat Woods's number to SENDER and post calendar reminder	Rowan				
214	Please forward to ET&S officers.		Please forward to ET&S officers.	Forward this to ET&S officers	Rowan				
215	Fran, can you sign me up for the Leadership Training on 10/31-11/02?		Fran, can you sign me up for the Leadership Training on 10/31-11/02?	Sign up SENDER for Leadership Training	Rowan				
216	Please respond as soon	As you can see, the number of dusputes is too large.	Please respond as soon as possible so that we can chack out this week.	Reply to SENDER	Rowan	1	1		
217	agreement, please print out two originals, have both signed and send same to	Please see the attached revised GISB for your review and execution.	If in agreement, please print out two originals, have both signed and send same to my attention for final signature.	Print originals and have them signed	Rowan	1	0		
218	Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.	And Enron made an astronomical profit during the California energy crisis last year.. As a result, there are thousands of consumers who are unable to pay their basic energy bills and the largest utility in the state is bankrupt.. The New York Times reported that you sold 101 million worth of Enron stock while aggressively urging the company's employees to keep buying it.	Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.	Donate this money	Rowan	1	0		
219	Please coordinate with Sharon.		Please coordinate with Sharon.	Coordinate with Sharon	Rowan		0		
220	After you install the Messenger, don't forget to add 'prayerwarrior77013' as	Yahoo!. Messenger is a free messaging service that allows you to communicate instantly with friends, family, colleagues, and others online.. Use Yahoo!. Messenger to stay in touch with friends, to communicate privately in real-time, and to be notified when you receive new Yahoo Mail!.. Visit http://messenger.yahoo.com/ and grab all the information you need to download and install the software.	After you install the Messenger, don't forget to add 'prayerwarrior77013' as a friend.	Don't forget to add 'prayerwarrior77013' as a friend	Rowan		0	1	
221	Please tell him to clarify which cp with the broker as the	Tom's in a meeting, but in his trade log he has APS crossed out and over it he's written Pinnacle.. So I'm going to wait to find out what happened.. I'll let you know.. Kate. Tom Alonso deal 555159 Bloomberg shows cp as Arizona Public Service....we have Pinnacle West..  From my understanding from Rhonda trades can still be done under APS or Pinncale West.	Please tell him to clarify which cp with the broker as the trade is being done.	Tell Tom to clarify the cp	Rowan	1	0		
222	Dear Vince,. Would you mind emailing to me a short biography/vita sometime when you get a chance?		Dear Vince,. Would you mind emailing to me a short biography/vita sometime when you get a chance?	Send biography/vita to SENDER	Rowan		0		
223	Please call these folks and see if you can set up a meeting of the East	Good morning.	Please call these folks and see if you can set up a meeting of the East Development team either Tuesday or Wednesday:	Call folks to set up meeting with East Development team	Rowan	1	0		
224	Please log off of your machines tonight.	Attention UBS Warburg Energy Users:. Please be aware that IT will begin migrations to UBSW Energy this evening.	Please log off of your machines tonight.	Log off of machine	Rowan	1	0		
225	Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.	And Enron made an astronomical profit during the California energy crisis last year.. As a result, there are thousands of consumers who are unable to pay their basic energy bills and the largest utility in the state is bankrupt.. The New York Times reported that you sold 101 million worth of Enron stock while aggressively urging the company's employees to keep buying it.	Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.	Donate this money	Rowan		0		
226	Please follow the steps to reset and synchronize your passwords.	IMAGE. ?. Thank you for using our automated self service password reset option.??. ?. ?. The user id and password in SAP Apollo Production and HR Production , eHRonline, iBuyit and iPayit are all synchronized.?. When you reset your password in eHRonline, it automatically synchronizes the password in the other systems.. ?. ?	Please follow the steps to reset and synchronize your passwords.	Follow steps to reset password	Rowan	1	0		
227	Please coordinate public	has great possibility for Enron.. I'd like to get a group of people to talk about plans going forward, and will fill you in shortly on time, where, etc.. One point is that it is our policy not to speak to the press without it being cleared through public relations first.. Your comments were interesting, but I was concerned about perception.	Please coordinate public statements, interviews, and the like through the proper channels going forward.	Coordinate statements and interviews through proper channels	Rowan	1	0		
228	Can you help us by interviewing him in Sydney?	1.. The resume you sent to me and Grant looks quite good.. I think it makes sense to interview this person and we can help you with a phone interview.. 2.. I have received another resume that looks very promising.. I am very interested in this guy and would be ready to bring him over to the States where we lack desperately technical talent.	Can you help us by interviewing him in Sydney?	Interview him in Sydney	Rowan	1	0		
229	Can you just send 3 or 4 for this meeting and I will set up a	Daren. The number of interested people turned out to be larger than the room can handle.	Can you just send 3 or 4 for this meeting and I will set up a secondary date for the others.	Send 3 or 4 for this meeting	Rowan	1	0		
230	Check out the site - http://enron.referrals.com/promo.asp - let us	This site will help us run a world-class employee referral program with less work and better results..  There are also incentives for you.. If you refer a candidate who is hired, you could be eligible to receive a cash reward of up to 5,000..  So help someone accelerate their career, make yourself some money, and help us realize our mission of being the World's No.. 1 Company.	Check out the site - http://enron.referrals.com/promo.asp - let us know what you think -- we want to hear from you.	Check out http://enron.referrals.com/promo.asp	Rowan		0		
231	please check 506503.01 Enron Sells SCEM/Mirant		Kate, Richter please check 506503.01 Enron Sells SCEM/Mirant 	Check 506503.01 Enron Sells 	Rowan		0		
232	Please respond to freephonecalls@postaweb.com		Please respond to freephonecalls@postaweb.com	Reply to freephonecalls@postaweb.com	Rowan		0		
233	Please respond to Chris Strickland chris@lacimagroup.com	Chris,. Thanks for the invitation.. Yes, I am interested in the training course.. I shall call Paul Bristow today.. Please, give me some indication regarding the dates.. Vince. Vincent Kaminski Managing Director - Research Enron Corp. 1400 Smith Street Room EB1962 Houston, TX 77-0027-361. Phone: 713-8533-848 713-4105-396 cell Fax : 713-6462-503	Please respond to Chris Strickland chris@lacimagroup.com	Reply to Chris Strickland at chris@lacimagroup.com	Rowan		0		
