#	Task	Context	TaskSentence	Summary	Labeler	NoRequestInContext	Urgent	NotRequest	Unsure/Discuss	RandomNumber
627	Please respond to makris		Please respond to makris	Respond to makris	Rowan		0			0.5829063233
628	Can you include me on your distribution list re.	Rick	Can you include me on your distribution list re.	Include SENDER on distribution list	Rowan		0			0.349213658
629	1 Please verify that the Break Date is 3/28/11.	6 If the parties cannot agree on the Cash Settlement Amount calculation, then the party who gave notice seeks mid-market quotes from the 5 leading dealers previously agreed to at 11 a.m. on the day that is 2 NY Business Days before the Break Date.. The confirm describes how the quotes are averaged.. A minimum of 3 quotes is essential.. Payment is still made on the Break Date..  George:	1 Please verify that the Break Date is 3/28/11.	Verify the Break Date is 3/28/11	Rowan	1	0			0.6384076193
630	David- can you get w/ Sharon Sullo and provide this.		David- can you get w/ Sharon Sullo and provide this.	Coordinate with Sharon Sullo to provide this	Rowan		0			0.2853341011
631	Please use your	Dear Mike,.  This e-mail is automated notification of the availability of your current Natural Gas Intelligence Newsletter s .	Please use your username of mgrigsby and your password to access	Use username of mgrigsby to access	Rowan	1	0			0.2932663166
632	Please add Financial and Control group to these book requests if they are missing.		Please add Financial and Control group to these book requests if they are missing.	Add Financial and Control group to these book requests	Rowan		0			0.9905234442
633	etc. , please respond to this e-mail ASAP.		etc. , please respond to this e-mail ASAP.	Reply to this e-mail	Rowan		1			0.9942275947
634	Can you go to this meeting?	Stinson,	Can you go to this meeting?	Attend this meeting	Rowan		0			0.006293788209
635	Please reserve Thursday, October 19, 2000 from 8:30 a.m. to 3:30 p.m. to 20	huh?. Employees who attended the ENA sponsored class below and need CPE credit to be added to your transcripts will need to forward their social security numbers to Gracie Presas.	Please reserve Thursday, October 19, 2000 from 8:30 a.m. to 3:30 p.m. to	Attend ENA sponsored class on Thursday, October 19 	Rowan	1	0			0.1111357839
636	Please call me, if it doesn't make sense.	Edith,. - Substation location: Sayerville - Gas: Transco Zone 6 no additional cost for LDC - Unit contingent call - 97% availability: It should be OK since we can assume 97% during summer time and 90~93% during non-summer time, for example.. 	Could you get the pricing for following scenario based on above assumption?	Get pricing for this scenario	Rowan	1	0			0.009340584371
637	Please call him at home.		Please call him at home.	Call him at home	Rowan	1	0			0.9504207689
638	Could you give me a call at your convenience?	Hi Nancy,. Lisa Mellencamp's time is being consumed by a special project, so I'm working on this PPA.	Could you give me a call at your convenience?	Call SENDER	Rowan	1	0			0.5010970603
639	check this out and see what they	Daily Blessing The Cross http://www.daily-blessings.com/cross.htm. Gifts you can give all year 'round http://www.daily-blessings.com/ch41.htm.  I just found a really neat site that I hope you'll all check out.. With the holidays coming up it has a great idea for that person you don't know what to get...but someone you think is the greatest. It's called Unsung Hero and I know we all have one of those in our lives.. 	check this out and see what they have to offer.	Look at Unsung Hero	Rowan	1	0			0.9619941189
640	Please make sure that Suzanne understands the plan and that you John	Randy, Thanks for the update.. I like your plan.. I like the McKinsey part as well.	Please make sure that Suzanne understands the plan and that you John and Larry agree on the way forward.	Ensure that Suzanne understands the plan	Rowan	1	0			0.4024020987
641	Call me to discuss your interests.	DOMINION Advisory Group, Inc. 12330 West Avenue, Suite 204 San Antonio, Texas 78216.  New on the market!. Owner says To Sale !. Great hunting ranch!. Other ranches in Uvalde County available and will be coming on the market next week... We also locate ranches for clients.	Call me to discuss your interests.	Call SENDER	Rowan	1	0			0.2934138367
642	To reply to our email administrator directly, please send an	--Kerri.  The information contained in this transmission may contain privileged and confidential information.. It is intended only for the use of the person s named above.. If you are not the intended recipient, you are hereby notified that any review, dissemination, distribution or duplication of this communication is strictly prohibited.. If you are not the intended recipient, please contact the sender by reply email and destroy all copies of the original message.	To reply to our email administrator directly, please send an email to postmaster@gtlaw.com.	Send an email to postmaster@gtlaw.com	Rowan	1	0	1		0.08852178954
643	please note and add to my schedule.		please note and add to my schedule.	Add this to SENDER's schedule	Rowan		0			0.6044741555
644	give me a call when you get a chance	Colin,. I left you a message at your hotel, but will try here as well.	give me a call when you get a chance	Call SENDER	Rowan	1	0			0.9247156411
645	Please make changes and return two original executed agreements.	Per your request, please find attached Electric LIne Right-of-Way Easement.	Please make changes and return two original executed agreements.	Make changes to Electric LIne Right-of-Way Easement and return executed agreements	Rowan		0			0.05228168376
646	Please review these changes which are noted in the red-line version	Chris, I have reviewed the contract forwarded by Susan Spalding and have made my suggested changes which are based on the language required by the Credit Group.	Please review these changes which are noted in the red-line version that is attached.	Review changes	Rowan	1	0			0.1177764696
647	Could you send me the document and I'll get the	Tana -- Here it is, finally.	Could you send me the document and I'll get the proper signatures.	Send document to SENDER	Rowan		0			0.06502970633
648	Could you please confirm this?	Mark & Jason,. Karen is referring to slides 2-3 in the presentation in the paragraph in red below.. I don't see any issues with us having the words below at the bottom of each powerpoint slide.	Could you please confirm this?	Confirm this	Rowan		0			0.9159415066
649	was sent, can you send Savita & I the final	Leslie/Mark, We are going a few months back but I need your help on a question.. Did the draft email below go out to the traders?. Was it sent to NA traders only?. Was another sent to European traders?	If it was sent, can you send Savita & I the final memo?	Send final memo to Savita and SENDER	Rowan	1	0			0.7438305575
650	Call me when you feel like it and I tell you more.	Sheila, good to hear from you.. The meeting went very well.. although I was very nervous about this one.. Good response from the customers.. We had approximately 80 customers at the meeting.. I think that is a record.	Call me when you feel like it and I tell you more.	Call SENDER	Rowan	1	0			0.5528420836
651	the more you can swap. Please have each dozen in a zip-lock type bag.		Please have each dozen in a zip-lock type bag.	Put each dozen in a zip-lock bag	Rowan		0			0.8459995277
652	together, please check out the chapter's web site at	It is time to get together again.. If you have not joined us at this location, you should give it a try.. The food is great and the company cannot be beat!. The address is 5000 Westheimer.. This is the corner of Westheimer and Post Oak the NW corner of the intersection .. It is located below Morton's Steakhouse and valet parking is complementary.	If you need further directions or have any questions about our get together, please check out the chapter's web site at http://users.netropolis.net/bayoucitytigers/.	Look at chapter's web site at http://users.netropolis.net/bayoucitytigers/	Rowan	1	0	1		0.2284255328
653	Please call me to see if we can agree on the total nom.	Eileen, our Gas Control records indicate the following rate changes for March 26, 2001 flow: 20,000 rate 0900 to 1400 5hrs ; 40,000 rate 1400 to 0100 11hrs Nom.. for the day: 22,500 MMBTU.	Please call me to see if we can agree on the total nom.	Call SENDER about the total nom	Rowan	1	0			0.518107343
654	Please advise on how you recommend moving forward.	Here's what I want: One Operations Person Responsible for Wholesale and Retail Power One Systems Person Responsible for Wholesale and Retail Power One Commercial Person Responsible for Overseeing All Wholesale and Retail Power Systems Development One Project Manager Working for the Commercial Person to Coordinate and Run Herd Over These Efforts.. There are a number of variants of what I want that could work.. We need to get this thing figured out ASAP.	Please advise on how you recommend moving forward.	Advise SENDER on moving forward	Rowan		0			0.1918663523
655	Please, see the sheet Allocations.	Becky,. I am sending you two spreadsheets.. Headcount gives the allocations by major business units.	Please, see the sheet Allocations.	Review sheet Allocations	Rowan	1	0	1		0.5490660903
656	Please get it signed and the final distributed to us before April 30th.	Peter, from what I can see, the GE E NExt B/O rev 4 doc appears to be ok.. Scope, , and LDs	Please get it signed and the final distributed to us before April 30th.	Have GE E NExt B/O rev 4 doc signed and send it to SENDER	Rowan		0			0.1823289315
657	Accordingly, if you have not already done so, please forward	Meanwhile, it is critical to gather outage information to: 1. meet the immediate needs of D-23-01 while more extensive procedures are being developed for the ultimate coordination process; 2. gain a better understanding of the potential scope of the coordinated plan as described in D-23-01; and 3. offer to the EOB as soon in the development process as possible a work-in-progress for their comment relative to meeting the needs of D-23-01.	Accordingly, if you have not already done so, please forward your existing generator outage plans to the ISO by April 1, 2001.	Forward generator outage plans to the ISO by April 1, 2001	Rowan	1	0			0.5167429674
658	Please look over and let me know your thoughts.	Susan -. Attached are drafts and clean versions of the Password Application and the Guest Password Application.. As you will note, the Guest Password Application indicates that a Guest ESA will be applicable on the site.. This is where language regarding what the Guest will be seeing and capable of doing on the site will be contained.	Please look over and let me know your thoughts.	Review drafts and clean versions	Rowan	1	0			0.09012271298
659	Please call me at 713-2211-131 with your questions or	Attached is a clean and redline version of talking points for today's teleconference.	Please call me at 713-2211-131 with your questions or comments.	Call SENDER at at 713-2211-131 with questions	Rowan		0			0.998490251
660	Please verify spelling of	In connection with the upgrading of these old ERMS masters, I have limited information which Jeff Nogid X34782 will verify.	Please verify spelling of names, addresses, etc.	Verify spelling of names and addresses	Rowan	1	0			0.4234955934
661	Please have someone look at the following, including my request at the bottom.		Dennis, Please have someone look at the following, including my request at the bottom.	Have someone look at this	Rowan		0			0.02704656149
662	Please do provide comments regarding simplified label names.	You can ignore the grey shading.. It is just an indicator as to whether the particular channel is currently included in the existing version of our SPC analytic.. The more interesting column is the Include column which is our future plan regarding inclusion of the particular channel in the next revision of the analytic.	Please do provide comments regarding simplified label names.	Provide comments regarding simplified label names	Rowan	1	0			0.6583663487
663	been set up, then please create the deal.	Julie. I remember that we discussed this issue once before, and you may have set the deal up already.. If so, just e-mail the details to me.	If the deal has not been set up, then please create the deal.	Create the deal	Rowan		0			0.2971357144
664	Would you print off enough colour copies for the Houston attendees?	Sharron,. Please find attached the presentation for the meeting on Helsinki with Joe Sutton at 8.30am there have been some minor changes from earlier versions .	Would you print off enough colour copies for the Houston attendees?	Print copies of presentation for Houston attendees	Rowan	1	0			0.6661434253
665	Please direct any responses to my paralegal, Tana Jones, via intercompany	We are in the process of preparing applications for position limit exemptio ns 20 for ENA 01,s NYMEX energy commodities futures trading.. These applications 20 require that ENA represent whether its officers, employees, owners, or agen ts 20 have a power of attorney, control or have a financial interest in any other 20 related commodity future s account either individually or acting with 20 another person pursuant to express or implied agreement.	Please direct any responses to my paralegal, Tana Jones, via intercompany	Send responses to Tana Jones	Rowan	1	0	1		0.6915243432
666	Please call me for further background.	Please respond to kevinscott Jeff and Steve As you requested, I have prepared a list of my preferred public policy contacts for California.. It is composed of professionals from an array of public, private and non-profit backgrounds.. I have worked in some capacity with each of these people and most I know quite well.	Please call me for further background.	Call SENDER	Rowan		0			0.4679895169
667	If the link above isn't active, please enter or copy the following address into your web browser:	Please do not take this survey if you are not a North American energy trader.. This survey is independent and was not commissioned by any company other than the Gerson Lehrman Group.. All responses will remain anonymous.. This survey will close when the required number of participants have responded.. Invitations to future surveys will be based partly on the completeness of your responses.	If the link above isn't active, please enter or copy the following address into your web browser:	Copy address into web browser	Rowan		0	1		0.5031800164
668	Give me a call when you get a		When you get a chance, would you mind taking a look at the counterparties listed below:. Cascades Inc. Capital Paper Recycling, Inc. Storm Mountain Publishing Company Jeffrey Acquisition Group Nippon Paper Industries Co., Ltd. NLK Consultants Inc. Plateau Forest Products, Inc. Southwest Paper Stock Inc.	Examine these counterparties	Rowan		0			0.565160697
672	Please call the above no. at 4PM UK Time, 10AM US Time.		Please call the above no. at 4PM UK Time, 10AM US Time.	Call this number at at 4PM UK Time, 10AM US Time	Rowan		0			0.1155049083
673	PLEASE CONFIRM THIS .	You are correct.. The top 3 contracts were released to CES and the bottom one is released to ENA.. I will execute all of them and re-release the CES's contracts to ENA.. Everything looks fine with one exception.. The contract at the bottom K# 61825 should have already been in ENA's name starting Nov-00 through Oct-2001.	PLEASE CONFIRM THIS .	Confirm the contract should have been in ENA's name	Rowan		1			0.01019942957
674	can you please ch the time to 2:00 p.m. not 2:00 a.m. for the exercise time.		can you please ch the time to 2:00 p.m. not 2:00 a.m. for the exercise time.	Change the time to 2:00 p.m.	Rowan		0			0.7765415771
675	Maureen - please schedule.	Yes.	Maureen - please schedule.	Schedule this	Rowan		0			0.3817346771
676	Please pass the kudos	Great job, as usual, on the United Way kick off today.. I saw Amy Leeand Eylesse Kalmans as I left the Hyatt and I told them.	Please pass the kudos along to the rest of your team.	Pass kudos along to team	Rowan	1	0			0.7048109556
677	Please confirm your availability with a response and don't hesitate to call	Any information you may impart as to future initiatives and challenges would also be very interesting.. I would be pleased to have you speak on Friday, June 16 at 11am.. You are welcome to stay for lunch.. We are also hoping to secure Joe Sutton as a speaker on Friday immediately following lunch.. Perhaps you would care to remain for that event as well.	Please confirm your availability with a response and don't hesitate to call me at x3-6079 should you have any questions.	Confirm your availability	Rowan	1	0			0.5285117015
678	Please restore the below referenced file as requested.		Please restore the below referenced file as requested.	Restore the referenced file	Rowan		0			0.911435256
679	Please review and set up a meeting with me to establish a plan for this		Please review and set up a meeting with me to establish a plan for this committee.	Review this and schedule meeting with SENDER	Rowan		0			0.6812344339
680	participateBREAKthey quite respectfully call me and eMail me very	Jim said the ADDCA files were lost	Would you try to recover them?	Recover the ADDCA files	Rowan		0			0.4609247251
681	deal, please make sure that your audience traders, myself, etc. knows that		deal, please make sure that your audience traders, myself, etc. knows that	Ensure audience traders and SENDER know that	Rowan		0			0.5721728952
682	Can you check with Matt.	Matt Motley deal 531788 Prebon shows expiration as 9/25 at 2:00 p.m. Enpower has 9/24 at 2:00 p.m.	Can you check with Matt.	Check with Matt	Rowan		0			0.1451013331
683	either give me a call later or email me back w/ your thoughts...		either give me a call later or email me back w/ your thoughts...	Contact SENDER with thoughts	Rowan		0			0.03371529222
684	interested please send MS Word .doc resume to	Dear Alumni,. Please see opportunity for SBU Quality of Operations & Services Manager with Rain Bird in Tucson, AZ.	If interested please send MS Word .doc resume to Melanie Hamon: mh@rainbird.com.	Send resume to Melanie Hamon at mh@rainbird.com	Rowan	1	0	1		0.7628525583
685	Also, please print the attachment and fax it to	They can't open the attachment.. Is there a way to save it in an earlier version of Word and resend?	Also, please print the attachment and fax it to Mike Colo, 252-9727-014 .	Print attachment and fax it to Mike Colo at 252-9727-014	Rowan	1	0			0.1026962327
686	Richfield Co. Can you give me contact names and phone numbers so that i can	Hi Kate!. I can't find any contact info.. in GCP for these counterparties California Dept.. of Water Resources, Metro.. Water Dist.	of Southern Cal., and Atlantic Richfield Co. Can you give me contact names and phone numbers so that i can get a verbal confirm on these deals?	Give contact names and phone numbers to SENDER	Rowan	1	0			0.01263625785
687	Please take a look at him and let me know if you have any	please print. The attached resume is for an employee, in Enron South America, which is being redeployed.	Please take a look at him and let me know if you have any interest in discussing opportunities in your area.	Examine resume for employee in Enron South America	Rowan		0			0.5751076514
688	Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.	And Enron made an astronomical profit during the California energy crisis last year.. As a result, there are thousands of consumers who are unable to pay their basic energy bills and the largest utility in the state is bankrupt.. The New York Times reported that you sold 101 million worth of Enron stock while aggressively urging the company's employees to keep buying it.	Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.	donate this money	Rowan	1	0			0.8729017053
689	department as of October 1st, please provide us with your new information and	Please review all information and make any updates to the right of what was sent, preferably in a different font or color.. The supervisor listed below is also receiving this information for review.. In order to meet the Performance Management Team's deadline, your reply is needed by Friday, September 22, 2000.. 	Please respond even if the information is correct and no adjustments are necessary.	Respond to this	Rowan		0			0.8265141611
690	Kim make sure you brief me about this on Monday,		Kim make sure you brief me about this on Monday,	Brief SENDER about this on Monday	Rowan		0			0.8039855614
691	base of the contract Could you please send a draft of the confirmation to	Dan and Jeff,. Ormet would like to finalize this transaction by the end of this week Friday, Nov 17 .. Could you please make every effort to get with Amy Baird to resolve those two legal issues from her Oct 13th memo items 3&4 .. Regarding Item 2 we agreed to a 1mm cap for the entire contract term.. Also, the contract does not address any of the pricing terms of the deal.	Could you please send a draft of the confirmation to Mike Cesario by tomorrow morning.	Send draft of the confirmation to Mike Cesario	Rowan		0			0.3310983762
692	ould you please advise me of the right Enron person.	Original Message. I do not know which, if any, of you guys is the right one to note this, but I wanted to forward for the appropriate person's attention.	If not you, could you please advise me of the right Enron person.	Advise SENDER on the right Enron person	Rowan		0			0.01784026001
693	Please put me on the payroll list w/ the other Hourly guys that had to work on the Company holiday.	Kevin asked that one scheduler work on Monday to field any scheduling questions that might come up.. I was the lucky candidate.	Please put me on the payroll list w/ the other Hourly guys that had to work on the Company holiday.	Put SENDER on payroll list	Rowan	1	0			0.9238227642
694	Would you please give me your bid for these volumes at GGT Appalchia.	Please find enclosed the varying volumes by month for the Blake and Belden deal.	Would you please give me your bid for these volumes at GGT Appalchia.	Give bid for volumes at GGT Appalchia	Rowan		0			0.8715429884
695	You risk nothing by enrolling now, review the plan in the comfort of your home for a full 30 days, make an appointment and use the plan.	The individual rate of 14.49 per month covers all Five benefits for you AND your family.. Plus, save an extra 25% when you purchase an annual membership for only 129-A VALUE OF THREE MONTHS FREE!. Enroll before November 25, 2001 and receive certificates worth up to 2,000 in Air and Cruise Discounts, good through 2003, absolutely FREE .. GUARANTEED ACCEPTANCE 30 Day Money-Back Guarantee FREE - 2,000 in Air and Cruise Discounts	You risk nothing by enrolling now, review the plan in the comfort of your home for a full 30 days, make an appointment and use the plan.	Review the plan	Rowan	1	0	1		0.4059077119
696	page, make a list, and send it via e-mail to Andy Zabriskie, Accounts Payable	XXXHT, we never sent the right order of solar panels to Kenneth Lee.	Draft a new order and send it right away	draft new order of solar panels	Rowan	1	1			0.4174191113
697	Can you please furnish me with your full postal address so that I can send	Dear GARP Speak ?. I am writing to request some information regarding the GARP 2001 Convention.. ?	Can you please furnish me with your full postal address so that I can send you a copy of the GARP brochure in the near future.	Send postal address to SENDER	Rowan	1	0			0.4970124477
698	Please read the attached.		Please read the attached.	Read the attached	Rowan		0			0.6354316575
699	r other tips and tricks, check out The Little Palm Book by Corbin Collins.	handheld.. To restore info to your blank handheld: Cli ck on the HotSync pull-down menu within your Palm Desktop Software Select Custom Click Change Select desktop overwrites han dheld within the HotSync Change Action box.. Click OK, then click Done.	For other tips and tricks, check out The Little Palm Book by Corbin Collins.	Look at The Little Palm Book by Corbin Collins	Rowan	1	0	1		0.494611154
700	PS Please respond to Virginia on this, whether you did the deal or not.	Puget is claiming that we did a real-time deal with their trader, Lisa, on October 17 HE 20.. The terms are 20MW purchased from Puget at a rate of 115.. We cannot find anything in the Inc or Services sheet, and nothing is in EnPower.. Please look in your trade books for this deal to confirm.. I will get more information from Puget if I can, but so far, that's all I know.. Thanks,. Caroline	PS Please respond to Virginia on this, whether you did the deal or not.	Respond to Virginia	Rowan		0			0.5589924245
701	Please RSVP to Constance Charles at 3-5614 or by email no later than	Vince,. The Associate & Analyst Programs are conducting Focus Group Sessions to gather feedback regarding the Mid-Year 2000 PRC Process.. You have been randomly identified as a participant in the Supervisors session.. Organizational Development Consultants from Corporate Human Resources will facilitate the sessions.. We encourage your participation and welcome your feedback as we prepare for the year-end performance assessment process.. The logistics are as follows:. Friday, September 8, 2000 11:00am - 12:30pm Location - EB32C2	Please RSVP to Constance Charles at 3-5614 or by email no later than Wednesday, September 6th at 12:00 noon.	rsvp to Constance Charles at 3-5614	Rowan		0			0.871650025
702	TK - Could you please enter the discounted rate into CBS for PNM's new FT # 27606 beginning 10/01/01?		TK - Could you please enter the discounted rate into CBS for PNM's new FT # 27606 beginning 10/01/01?	Enter discouted rate into CBS	Rowan		0			0.6384272184
703	In anticipation of the imminent closing of the UBSW Energy transaction, please have all outstanding employee expenses in your possession filed through Enron's XMS system as soon as possible.		In anticipation of the imminent closing of the UBSW Energy transaction, please have all outstanding employee expenses in your possession filed through Enron's XMS system as soon as possible.	File outstanding employee expenses	Rowan		1			0.6903494099
704	work to stand in the Enron lobby or send my secretary to do it for me .	Regarding the many unopened bottles of hand sanitizer, we need to do better	Please get in touch with me to chat about this promptly.	Contact SENDER about bottles of hand sanitizer	Rowan	1	1			0.3499808902
705	Please call and lets discuss.	Regards Delainey. David,.  I need more information on the project and who exactly the individuals are who you feel should participate in this program.. Generally, developers and deal people throughout the company are not provided with additional incentive since this type of work is part of their job.. However, this project may be an exception.	Please call and lets discuss.	Call SENDER	Rowan	1	0			0.3487977915
706	Please arrange to pick up your packet by 5:00 p.m.	Champion Chip Pick up It is IMPORTANT that a chip be worn by all Enron runners and relayers.. Chips may be picked up between 5:30 - 6:45 a.m. near the Start line.. Relay runners will receive one ankle chip strap.. Packet Pick Up If you registered through the ERC, packets will be available at Cindy Richardson's office, EB4845 on Friday morning.	Please arrange to pick up your packet by 5:00 p.m.	Pick up packet by 5:00 p.m	Rowan	1	0			0.4136143193
707	Please also confirm the following.		Michele,. As we discussed, please address the two issues that Mike discussed in the TC regarding ICAP and ancillaries.	Address issues regarding ICAP and ancillaries	Rowan		0			0.2267163424
708	CAn you give me some more details?	I have a friend who is possibly interested in the trading positions that we have open, but I wanted to find out exactly what types of trading positions they are.	CAn you give me some more details?	Give details about trading positions to SENDER	Rowan	1	0			0.5191802648
709	Could you answer me BEFORE		Dear Vince, I would be delighted if you agreed to share with me a one-day workshop before a major ICBI conference in Berlin,on June 19.	Share a one-day workshop with SENDER	Rowan		0			0.1295250869
710	Can you verify & let me know ASAP on Monday if these points below should be displacement points or not.	In checking contract data on Sunday after we implemented, we have come across several delivery points that are in the old CBS system & they appear to be valid on pools and interruptible contracts.. I know when we got together on our displacement list for the new system, these points did not come up from anyone as valid displacement points, so the new system does not have these points identified as displacement.	Can you verify & let me know ASAP on Monday if these points below should be displacement points or not.	Verify these points	Rowan	1	1			0.245251863
711	Please make every	Michael and Deepak: Michael Moulton the ENA paper and pulp trader is extremely interested in SITA updates as often as possible.	Please make every effort to email Michael with updates at least weekly.	Send weekly updates to Michael	Rowan	1	0			0.6208093716
712	Could you also please forward this email on to Ted.		Could you also please forward this email on to Ted.	Forward this email to Ted	Rowan	1	0			0.7834249062
713	Jason - if you have time, would you please take a look at this?		Jason - if you have time, would you please take a look at this?	Examine this	Rowan		0			0.9107884284
714	Please send regrets		Please send regrets	Send regrets	Rowan		0			0.1269541538
715	Please get me up to speed.	Have you guys met/discussed this with Michele?	Please get me up to speed.	Update SENDER	Rowan	1	0			0.6638720569
716	Please print the attachment below for me in color.		Please print the attachment below for me in color.	Print attachment in color	Rowan		0			0.8478742174
717	pls print w/email.		pls print w/email.	Print with email	Rowan		0			0.08642671266
718	Please congratulate her with me and come admire her gift!	Diane has passed her 5 year mark with the company, and as such is entitled to all the rights and priviledges of a veteran.	Please congratulate her with me and come admire her gift!	Congratulate Diane	Rowan	1	0			0.3511789599
719	Can you have Mike Swerzbin check this with Amerex.		Can you have Mike Swerzbin check this with Amerex.	have Mike Swerzbin check this with Amerex	Rowan		0			0.8441545432
720	I need your help with the PG&E credit exposure diligence described in Travis	Stephanie, I have the copy of the contract so don't worry about that.. Do you know of any other deals with PGT we currently hold?. Becky, You knowledge of any other PGT deals we have along with the tariff provisions would be appreciated.. I am trying to prepare a brief for Travis by late tommorrow.. Thanks.. Stephanie and Becky,	I need your help with the PG&E credit exposure diligence described in Travis McCullough's e:mail set forth below.	Help SENDER with PG&E credit exposure diligence	Rowan	1	0			0.2661977806
721	done in the state of Delaware, so please send the signature pages to Jose	Please send executed signature pages to: Karl Wiemer Milbank, Tweed, Hadley & McCloy LLP 1 Chase Manhattan Plaza New York, NY 10-0051-413	Wilmington Trust will sign for E-Next Generation LLC, however, this must be done in the state of Delaware, so please send the signature pages to Jose Mercado.	Send signature pages to Jose Mercado	Rowan		0			0.5778378266
722	please give him a courtesy call.	Hi Philippe -. Ken asked me to request that you call the above referenced gentleman.. He was referred by a friend of Ken's.. He wants to see if his oil on-line business is a fit for us.	Ken said he has no idea whether it will work or not, but please give him a courtesy call.	Call Ken	Rowan	1	0			0.2001453649
723	from 11:30 a.m to 1:00 p.m. and check out the	Enron's Prescription for Reading program, a Reach Out & Read program, is an early literacy intervention program that is implemented in pediatric healthcare clinics and targets children between the ages of 6 months and 5 years during their well-baby check-ups at UT-Houston facilities.. Big E Cafe - Don't be a Grinch this Holiday Season!. Help spread the Holiday Cheer and give your time and effort back to December 1 the community.	Come out to the Big E Cafe on Friday, December 1 from 11:30 a.m to 1:00 p.m. and check out the opportunities to sign up for community volunteer projects.	Go to Big E Cafe on Friday, December 1 from 11:30 a.m to 1:00 p.m	Rowan	1	0			0.08056190525
724	Please change the demand charge for deal 157278 for 2/00 to 1,247.90.		Daren: Please change the demand charge for deal 157278 for 2/00 to 1,247.90.	Change demand charge for deal 157278	Rowan		0			0.5511923199
725	Can you help explain how the data in the attached file matches the detailed budgets and current estimates you have provided to me?		Can you help explain how the data in the attached file matches the detailed budgets and current estimates you have provided to me?	Explain how data matches budgets to SENDER	Rowan		0			0.06597401957
726	Please edit it to your liking and pass it back to me.	Vince,. Attached you will find a draft thought document based on our conversations yesterday.. I think that it captures much of my recollections.	Please edit it to your liking and pass it back to me.	Send attached document back to SENDER with edits	Rowan	1	0			0.150687623
727	Please, put a regular Enron NA meeeting on Mondays at 9:30	Shirley,	Please, put a regular Enron NA meeeting on Mondays at 9:30 to 11:00.	Schedule regular Enron NA meeeting on Mondays at 9:30 to 11:00	Rowan	1	0			0.09585658249
728	Chris, could you	I don't know that we really have significant points of disagreement.. They understand that we are working some accounting issues, and they have a general idea of what we want to do.. I suggested that we come up with the work arounds with our accountants, and I will think about it this weekend.. I have a couple of ideas but I really want to mull it over.. They look forward to receiving the turbine contract.	Chris, could you forward the draft change orders with it?	Forward draft change orders with turbine contract	Rowan	1	0			0.6968721932
729	Make sure you pick Hourly non-firm.	Cascade is a tie between CISO and PAC SYSTEM on the California Oregon border.. There is currently 30MW Non-Firm Hourly transmission available on the tie.. The capacity constraint is on the PacifiCorp side of the tie, and you can find the real number available on the PAC oasis site.. Check under TRANSMISSION REQUESTS/ Offerings.. The path name you need to check is W/PPW/CRAG-PACW//.	Make sure you pick Hourly non-firm.	Ensure you pick  Hourly non-firm	Rowan		0			0.799612842
730	Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.	And Enron made an astronomical profit during the California energy crisis last year.. As a result, there are thousands of consumers who are unable to pay their basic energy bills and the largest utility in the state is bankrupt.. The New York Times reported that you sold 101 million worth of Enron stock while aggressively urging the company's employees to keep buying it.	Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.	donate this money	Rowan		0			0.8541841317
731	Please contact the ISC Call Center at 713-3454-727 .	Please login to iBuyit Payables and resolve this invoice as soon as possible.. To launch iBuyit Payables, click on the link below: http://iBuyitPayables.enron.com Note: Your iBuyit Payables User ID and Password are your eHRonline/SAP Personnel ID and Password.. First time iBuyit Payables user?. For training materials, click on the link below: http://sap.enron.com/sap doclib/user/file list.asp?cabinet id 265. Need help?	Please contact the ISC Call Center at 713-3454-727 .	Contact ISC Call Center at 713-3454-727	Rowan		0			0.3646262351
733	Please review the below and let us know how you want to proceed.	Below is an email from TranAlta Energy Marketing U.S. Inc. TransAlta regarding their merger with Merchant Energy Group of the Americas, Inc. MEGA .. TransAlta is the surviving entity and they propose to assign the existing ISDA Master between ENA and MEGA from MEGA to TransAlta.. ECC has an ISDA Master with TransAlta, but I think it is a different TransAlta entity.	If the enclosed meets with your approval, please execute the Second Amendment and return it to me via fax no 713-6463-490	Execute the Second Amendment and send it to SENDER at 713-6463-490	Rowan	1	0			0.4498319413
734	Please attend only those dinners for	The agenda items I have for this round of pizza dinners include: 1 Discussion of international elective 2 Elective offerings for Spring 01. If you have other agenda items, please let me know.. 	Please mark your calendars - the pizza will be hot and the sodas cold or vice versa!. .. I hope you can make it.	Mark calendar for pizza dinners	Rowan		0			0.2144317552
735	please notify the sender immediately and delete the original.	Our web address is http://www.accenture.com.  This message is for the designated recipient only and may contain privileged or confidential information.	If you have received it in error, please notify the sender immediately and delete the original.	Notify SENDER and delete original	Rowan		1	1		0.9075829236
736	Please respond to Janis Pereira janisp@dialdata.com.br	Jan-. I was looking at the wrong week.. Sorry, stress and sleep deprivation are my only excuses.. How much time should we spend in Rio?. Should we leave for Foz on the 11th?. I just heard about the Cataratas this morning from Scott Neal.. That was the place he suggested and that sounds great.. I'll work on Renato when he gets back in town.. Thanks,. Susan	Please respond to Janis Pereira janisp@dialdata.com	Respond to Janis Pereira at janisp@dialdata.com	Rowan	1	0			0.3339229186
